"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Violaceae"	"Vitaceae"
3450	4467	"Suho ezero II"	42.06517	23.56001	420	"AWI"	420	3992	5736	4969	55	0	14	1	0	1	0	27	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	357	0	0	0	0	0	26	0	0	0	1	3	0	0	0	0	4	4	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	430	"AWI"	430	4158	5814	5085	0	0	19	1	8	5	0	29	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	30	336	0	0	0	0	0	41	0	0	0	0	0	1	0	0	0	3	3	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	440	"AWI"	440	4302	5912	5205	46	0	29	3	10	9	0	57	0	3	1	0	0	0	0	0	0	0	14	3	0	0	0	8	0	0	0	0	0	2	0	0	0	1	0	0	0	3	477	0	0	0	0	0	56	0	0	0	1	3	0	0	0	0	10	5	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	450	"AWI"	450	4455	5985	5323	44	0	11	1	10	1	0	29	0	3	2	0	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	25	0	2	339	0	0	0	0	0	27	0	0	0	1	3	3	0	0	0	6	10	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	460	"AWI"	460	4583	6084	5444	28	0	16	1	4	1	0	19	0	3	1	0	0	0	0	0	1	0	4	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	28	0	5	357	0	0	0	0	0	32	0	0	0	0	4	0	0	0	0	7	6	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	470	"AWI"	470	4759	6156	5563	31	0	14	0	14	0	0	25	0	4	1	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	26	0	5	324	0	0	0	3	0	12	0	0	0	0	1	2	0	0	0	3	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	480	"AWI"	480	4904	6258	5687	38	0	10	2	5	2	0	36	0	2	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	353	0	0	0	2	0	27	0	0	0	0	4	0	0	0	0	4	7	0	0	2
3450	4467	"Suho ezero II"	42.06517	23.56001	490	"AWI"	490	5068	6322	5801	38	0	15	0	11	5	0	30	0	1	0	0	0	0	0	0	0	0	12	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	24	0	11	384	0	0	0	0	0	26	0	0	0	0	4	0	0	0	0	2	3	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	500	"AWI"	500	5208	6414	5922	55	0	11	2	12	2	0	56	0	2	0	0	0	0	0	0	0	0	12	4	0	0	0	2	0	0	0	2	0	3	0	0	0	0	0	14	0	6	393	0	0	0	0	0	31	0	0	0	0	3	3	0	0	0	0	4	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	510	"AWI"	510	5411	6469	6039	30	1	20	1	12	5	15	71	0	5	5	0	0	0	0	0	0	0	24	10	0	0	0	6	0	0	0	1	0	4	0	0	0	1	0	45	0	1	382	0	0	0	0	0	28	0	0	0	1	6	2	0	0	0	10	14	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	520	"AWI"	520	5582	6556	6157	44	1	21	0	10	6	15	62	0	4	3	3	0	0	0	0	0	0	23	5	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	25	0	7	466	0	0	0	0	0	28	0	0	0	0	1	3	0	0	1	7	8	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	530	"AWI"	530	5823	6627	6263	52	0	16	4	12	5	0	53	0	5	5	0	0	0	0	0	0	0	28	4	0	0	0	4	0	0	0	2	0	1	0	0	0	0	0	38	0	0	482	0	0	0	0	0	68	0	0	0	0	6	4	0	0	1	8	5	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	540	"AWI"	540	6028	6722	6379	38	0	18	6	11	11	0	76	0	4	4	0	0	0	0	0	0	0	33	5	0	0	0	4	0	0	0	0	0	3	1	0	0	0	0	43	0	0	375	0	0	0	0	0	43	0	0	0	1	6	6	0	0	0	7	10	0	0	1
3450	4467	"Suho ezero II"	42.06517	23.56001	550	"AWI"	550	6311	6836	6510	42	0	24	3	8	2	0	56	0	2	1	5	0	0	0	0	0	0	29	7	0	0	0	4	0	0	0	4	0	3	0	0	0	0	0	56	0	0	406	0	0	0	0	0	37	0	0	0	0	10	2	0	0	1	2	12	0	0	1
3450	4467	"Suho ezero II"	42.06517	23.56001	560	"AWI"	560	6404	7058	6663	54	0	21	3	8	9	0	58	0	1	0	1	0	0	0	0	0	0	30	18	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	58	0	3	538	0	0	0	0	1	73	0	0	0	0	7	2	0	0	0	9	26	0	1	1
3450	4467	"Suho ezero II"	42.06517	23.56001	570	"AWI"	570	6488	7470	6843	37	0	25	2	24	6	0	75	0	3	3	3	0	0	0	0	0	0	19	7	0	0	0	4	4	0	0	4	0	7	0	2	0	0	0	33	0	0	644	0	0	0	0	0	78	0	0	0	0	6	5	0	0	0	14	13	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	580	"AWI"	580	6569	7904	7016	55	6	22	0	20	24	0	118	0	3	3	8	0	0	0	0	0	0	108	1	0	0	0	0	13	0	0	1	0	2	2	1	0	0	0	39	0	6	578	0	0	1	0	0	75	0	0	0	0	12	12	0	0	0	11	11	0	0	1
3450	4467	"Suho ezero II"	42.06517	23.56001	590	"AWI"	590	6674	8162	7221	30	4	14	2	20	13	0	70	0	1	1	1	0	0	0	0	0	0	68	2	0	0	0	1	5	0	0	3	0	9	3	2	0	0	0	8	0	2	327	0	0	0	0	0	21	0	0	0	4	5	2	0	0	1	13	10	0	0	2
3450	4467	"Suho ezero II"	42.06517	23.56001	600	"AWI"	600	6772	8490	7420	46	1	29	2	36	14	0	150	0	5	2	0	0	0	0	0	0	0	94	2	0	0	0	0	12	0	0	0	0	7	1	0	0	1	0	24	0	0	362	0	0	1	0	0	64	0	0	0	2	13	6	0	0	0	18	23	0	0	1
3450	4467	"Suho ezero II"	42.06517	23.56001	610	"AWI"	610	6896	8707	7615	14	1	70	3	10	20	0	174	0	3	0	4	0	0	0	0	0	0	79	2	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	6	0	0	178	0	0	0	0	1	154	0	0	0	0	14	10	0	0	0	16	8	0	1	0
3450	4467	"Suho ezero II"	42.06517	23.56001	620	"AWI"	620	7020	8960	7805	21	4	65	1	21	37	0	157	2	3	8	0	0	0	0	0	0	0	88	2	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	32	0	0	124	0	0	2	0	0	107	0	0	0	0	26	10	0	0	0	16	25	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	630	"AWI"	630	7164	9166	8011	9	1	42	2	18	18	0	124	0	3	2	1	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	15	0	0	97	0	0	2	0	0	110	0	0	0	0	25	8	0	0	0	22	15	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	640	"AWI"	640	7289	9443	8213	7	2	45	1	13	15	0	123	1	0	0	5	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	20	0	0	0	0	0	0	0	0	75	0	0	0	0	7	7	0	0	0	16	14	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	650	"AWI"	650	7443	9651	8412	1	0	33	0	23	11	0	121	0	0	2	2	0	0	0	0	0	0	108	3	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	22	0	0	92	0	0	0	0	0	198	0	0	0	1	14	2	0	0	2	26	48	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	660	"AWI"	660	7589	9889	8614	2	0	28	2	25	21	0	139	0	8	3	3	0	0	0	0	0	0	48	1	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	22	0	0	105	0	0	0	0	0	145	0	0	0	0	13	3	0	0	1	31	29	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	670	"AWI"	670	7768	10072	8824	0	1	57	7	15	20	0	216	0	2	1	2	0	0	0	0	1	0	99	2	0	0	0	0	0	0	0	0	0	15	0	2	0	0	0	28	0	0	86	0	0	0	0	0	163	0	0	0	0	14	11	0	0	0	45	53	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	680	"AWI"	680	7911	10282	9016	0	5	40	4	35	22	32	174	0	0	4	0	0	0	0	0	0	0	105	0	0	0	0	0	13	0	0	1	0	5	0	0	0	0	0	9	0	0	58	0	0	0	0	0	138	0	0	0	1	12	2	0	0	2	28	43	0	0	2
3450	4467	"Suho ezero II"	42.06517	23.56001	690	"AWI"	690	8090	10445	9225	0	4	36	1	35	9	0	177	0	5	2	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	16	0	0	62	0	0	0	0	0	157	0	0	0	1	12	6	0	0	0	35	40	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	700	"AWI"	700	8251	10642	9427	0	1	34	2	34	14	0	195	1	4	3	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	11	0	0	55	0	0	0	0	0	163	0	0	0	4	16	5	0	0	0	34	42	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	710	"AWI"	710	8450	10802	9631	0	2	24	1	44	13	0	151	0	6	3	0	0	0	0	0	0	0	71	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	15	0	0	36	0	0	0	0	0	138	0	0	0	9	15	8	0	0	6	14	29	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	720	"AWI"	720	8623	11026	9826	0	4	26	3	15	23	0	162	0	3	0	0	0	0	0	0	0	0	66	0	1	0	0	0	21	0	0	0	0	14	0	2	0	1	0	3	0	0	35	0	0	0	0	0	173	0	0	0	6	19	3	0	0	2	30	28	0	0	1
3450	4467	"Suho ezero II"	42.06517	23.56001	730	"AWI"	730	8829	11153	10035	0	4	32	4	22	20	0	94	0	6	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	11	0	0	48	0	0	0	0	1	164	0	0	0	3	15	8	0	0	3	20	37	0	0	1
3450	4467	"Suho ezero II"	42.06517	23.56001	740	"AWI"	740	9023	11336	10237	0	8	38	8	34	17	0	106	0	6	0	0	0	0	0	0	0	0	42	0	0	0	0	0	34	0	0	0	0	49	0	4	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	7	13	8	0	0	3	29	32	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	750	"AWI"	750	9219	11500	10437	0	3	28	2	45	18	0	149	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	29	0	2	0	0	0	17	0	0	0	0	0	2	0	0	145	0	0	0	2	27	11	0	0	7	22	32	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	760	"AWI"	760	9424	11679	10637	0	6	40	7	37	19	0	188	0	8	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	17	0	0	43	0	0	1	0	0	159	0	0	0	4	26	6	0	0	4	31	47	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	770	"AWI"	770	9672	11809	10833	0	0	43	13	53	29	0	158	0	11	1	0	0	0	0	0	0	0	18	0	0	0	0	0	16	0	0	0	0	18	0	3	0	0	0	26	0	0	57	0	0	0	0	0	133	0	0	0	14	43	4	0	0	6	24	41	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	780	"AWI"	780	9880	11948	11029	0	0	47	43	55	75	0	210	1	13	1	0	0	0	0	0	0	0	11	1	2	0	0	0	0	0	0	0	0	24	9	2	0	0	0	17	0	0	112	0	0	1	0	0	55	0	0	0	13	74	8	0	0	4	5	7	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	792	"AWI"	792	10151	12103	11285	0	3	60	23	77	52	0	195	0	2	1	0	0	0	0	1	0	0	8	5	0	0	0	0	0	0	0	0	0	24	0	2	0	0	0	13	0	0	83	0	0	0	0	0	106	0	0	0	12	90	8	0	0	3	4	18	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	798	"AWI"	798	10274	12212	11406	0	3	68	21	63	39	0	168	1	5	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	1	0	21	1	2	0	0	0	18	0	0	49	0	0	0	0	0	119	0	0	0	10	54	7	0	0	7	10	22	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	810	"AWI"	810	10599	12334	11636	0	3	35	3	35	17	0	121	1	2	1	0	0	0	0	0	0	0	50	3	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	21	0	0	95	0	0	0	0	0	125	0	0	0	6	26	6	0	0	3	16	31	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	828	"AWI"	828	11155	12543	11990	0	0	9	121	83	384	0	45	0	15	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	8	1	0	0	0	0	0	0	129	0	0	0	0	0	24	0	0	0	29	49	0	0	0	13	1	8	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	840	"AWI"	840	11487	12682	12234	0	0	8	178	69	390	0	40	0	9	0	0	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	23	42	8	0	0	9	1	9	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	850	"AWI"	850	11810	12794	12458	0	0	11	70	44	379	60	51	0	6	1	0	0	0	0	0	0	0	5	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	21	0	0	0	12	12	7	0	0	6	2	3	0	0	2
3450	4467	"Suho ezero II"	42.06517	23.56001	862	"AWI"	862	11995	13146	12674	1	0	19	86	61	151	0	48	1	2	0	0	0	0	0	0	1	0	6	0	0	0	0	2	0	0	0	6	0	15	2	0	0	0	0	5	0	0	156	0	0	0	0	0	34	0	0	0	5	36	7	0	0	2	1	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	870	"AWI"	870	12086	13543	12801	1	0	2	52	87	153	0	169	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	234	0	0	0	0	0	8	0	0	0	16	42	0	0	0	0	1	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	880	"AWI"	880	12204	13983	12971	3	0	4	71	77	130	0	125	1	1	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	301	13	0	0	0	0	38	0	0	0	11	30	17	0	0	7	3	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	892	"AWI"	892	12362	14368	13191	0	0	7	32	67	104	0	49	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	252	0	0	0	0	1	7	0	0	0	14	10	5	0	0	0	2	1	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	904	"AWI"	904	12524	14763	13427	0	0	1	41	1	83	0	16	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	104	0	0	0	0	0	1	0	0	0	2	3	3	0	0	0	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	908	"AWI"	908	12575	14872	13505	0	0	1	41	37	145	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	292	0	0	0	0	0	6	0	0	0	2	1	0	0	0	1	1	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	913	"AWI"	913	12619	15059	13602	0	0	0	80	2	145	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	2	0	0	3	0	0	0	2	1	0	0	0	1	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	945	"AWI"	945	13058	15965	14246	0	0	0	97	0	107	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	955	"AWI"	955	13176	16324	14441	0	0	0	72	0	95	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	75	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	970	"AWI"	970	13403	16685	14735	0	0	0	41	0	72	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	98	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	980	"AWI"	980	13550	16966	14936	0	0	0	57	0	134	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	1054	"AWI"	1054	14623	18839	16445	0	0	0	56	0	89	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	1095	"AWI"	1095	15280	19886	17267	0	0	0	51	0	93	0	3	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	1110	"AWI"	1110	15531	20238	17581	0	0	0	89	1	138	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	1115	"AWI"	1115	15600	20393	17687	0	0	1	87	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	1181	"AWI"	1181	16746	22000	19005	5	0	0	47	0	48	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	5	0	0	0	0	2	0	0	0	1	0	2	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	1185	"AWI"	1185	16808	22109	19080	5	0	1	28	0	46	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	2	0	0	0	0
3450	4467	"Suho ezero II"	42.06517	23.56001	1195	"AWI"	1195	16949	22359	19292	3	0	0	72	2	107	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2	0	0	1	0	0	0	0	0
