"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15701	24091	"Sommersüss"	46.759926	11.680222	360	"AWI"	360	12196	12842	12572	0	0	9	6	3	0	34	0	194	0	0	0	0	0	0	0	0	1	0	0	0	55	2	0	0	0	0	0	0	0	0	0	0	25	0	11	0	0	0	0	0	650	0	0	0	0	0	7	0	0	0	2	0	2	0	0	0	0	0	0	4	2	4	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	365	"AWI"	365	12332	12876	12653	0	0	6	5	2	0	42	0	188	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	19	0	5	0	0	0	0	0	639	0	0	0	0	0	5	0	0	0	6	0	1	0	0	0	1	0	0	4	2	2	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	370	"AWI"	370	12422	12941	12736	0	0	8	10	7	0	41	0	170	0	0	0	0	0	0	0	0	1	0	0	0	59	1	0	0	0	0	0	0	0	0	0	0	19	0	4	1	0	0	0	0	594	0	0	0	0	0	3	0	0	0	9	0	2	0	0	0	1	0	0	2	1	4	1	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	375	"AWI"	375	12615	12976	12800	0	0	3	6	3	0	31	0	201	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	20	0	6	0	0	0	0	0	688	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	3	3	1	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	380	"AWI"	380	12741	13043	12870	0	0	2	8	4	0	34	0	180	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	14	0	7	0	0	0	0	0	673	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	3	2	1	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	385	"AWI"	385	12822	13343	13018	0	1	3	3	1	0	32	0	183	0	1	0	0	0	0	0	0	2	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	692	0	0	0	0	0	6	0	0	0	3	0	1	0	0	0	0	0	0	4	1	1	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	390	"AWI"	390	12860	13751	13156	0	1	2	2	5	0	23	0	216	0	0	0	0	0	0	0	0	1	0	1	0	23	1	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	770	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	5	3	1	0	1	0
15701	24091	"Sommersüss"	46.759926	11.680222	395	"AWI"	395	12970	13905	13329	0	1	3	1	1	0	23	0	188	0	0	0	0	0	0	0	0	1	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	701	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	400	"AWI"	400	13021	14145	13493	0	0	2	2	2	0	26	0	199	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	776	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	405	"AWI"	405	13175	14258	13665	0	0	0	1	2	0	20	0	204	0	0	0	0	0	0	0	0	0	0	0	0	22	2	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	606	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	410	"AWI"	410	13258	14457	13836	0	0	3	2	1	0	45	0	77	0	0	0	0	0	0	0	0	1	0	0	0	20	3	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	724	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	415	"AWI"	415	13469	14572	13995	0	0	2	2	0	0	32	0	222	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	643	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	420	"AWI"	420	13582	14757	14161	0	0	0	1	2	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29	5	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	727	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	425	"AWI"	425	13863	14871	14303	0	0	2	1	3	0	28	0	65	0	0	0	0	0	0	0	0	1	0	0	0	17	6	2	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	731	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	1	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	427.5	"AWI"	427.5	13950.5	14937	14380.5	0	0	1	0	2	0	30	0	123	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	477	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	430	"AWI"	430	14019	15034	14460	0	0	0	1	5	0	32	0	73	0	0	0	0	0	0	0	0	0	0	0	0	25	40	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	756	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	6	0	0	2	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	432.5	"AWI"	432.5	14096	15064	14515	0	0	0	4	4	0	19	0	45	0	0	0	0	0	0	0	0	0	0	0	0	24	36	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	794	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	435	"AWI"	435	14153	15112	14572	0	0	0	3	0	0	54	0	50	0	0	0	0	0	0	0	0	2	0	0	0	10	4	3	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	734	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	2	0	0	3	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	437.5	"AWI"	437.5	14197	15154.5	14628	0	0	0	5	2	0	63	0	104	0	1	1	0	0	0	0	0	1	0	0	0	10	21	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	440	"AWI"	440	14242	15207	14686	0	0	0	10	2	0	194	0	235	0	2	0	0	0	0	0	0	0	0	0	0	13	73	5	0	0	0	0	0	0	0	0	0	71	0	2	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	3	0	20	0	0	0	0	1	0	4	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	442.5	"AWI"	442.5	14299.5	15280	14753	0	0	1	6	2	0	185	0	73	0	0	0	0	0	0	0	0	2	0	0	0	7	22	0	0	0	0	0	0	0	0	0	0	68	0	0	1	0	0	0	0	307	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	1	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	445	"AWI"	445	14341	15384	14813	0	0	0	6	2	0	80	0	23	0	0	0	0	0	0	0	0	0	0	0	0	5	64	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	450	"AWI"	450	14395	15656	14930	0	0	3	25	15	0	295	0	64	0	1	1	0	0	0	0	0	0	0	0	0	13	384	5	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	8	0	31	0	0	0	0	0	0	10	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	455	"AWI"	455	14499	15804	15067	0	0	2	37	11	0	297	0	35	0	1	0	0	0	0	0	0	1	0	0	0	19	21	9	0	0	0	0	0	0	0	0	0	51	0	0	0	1	0	0	0	120	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	1	0	0	3	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	460	"AWI"	460	14574	16048	15191	0	0	2	18	4	0	215	0	18	0	1	0	0	0	0	0	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	3	0	14	0	0	0	1	0	0	0	0	0	1	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	465	"AWI"	465	14677	16205	15321	0	0	2	18	7	0	346	0	14	0	1	1	0	0	0	0	0	0	0	0	0	8	7	11	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	4	0	0	2	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	470	"AWI"	470	14751	16409	15451	0	0	0	25	4	0	198	0	21	0	1	1	0	0	0	0	0	2	0	0	0	9	7	14	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	2	0	0	1	0	0	1	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	475	"AWI"	475	14850	16543	15587	0	0	3	44	7	0	256	0	26	0	1	0	0	0	0	0	0	1	0	0	0	14	3	6	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	4	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	477.5	"AWI"	477.5	14895	16638	15650.5	0	0	0	7	2	0	123	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	480	"AWI"	480	14929	16763	15714	0	0	4	38	9	0	367	0	29	0	0	0	0	0	0	0	0	0	0	0	0	7	7	10	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	1	0	0	1	1	0
15701	24091	"Sommersüss"	46.759926	11.680222	485	"AWI"	485	15046	16913	15850	0	0	0	1	3	0	49	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
15701	24091	"Sommersüss"	46.759926	11.680222	490	"AWI"	490	15137	17119	15980	0	0	3	10	2	0	79	0	9	0	1	0	0	0	0	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0
15701	24091	"Sommersüss"	46.759926	11.680222	494	"AWI"	494	15224	17246	16086	0	0	2	18	5	0	226	0	34	0	2	0	0	0	0	0	0	3	0	0	0	10	8	12	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	495	"AWI"	495	15242	17280	16113	0	0	2	32	7	0	281	0	50	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	4	0	5	1	0	0	1	0	0	1	0	0	3	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	496	"AWI"	496	15257	17312	16138	0	0	0	15	3	0	149	0	6	0	1	0	0	0	0	0	0	2	0	0	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	500	"AWI"	500	15312	17484	16244	0	0	2	13	4	0	111	0	11	0	0	0	0	0	0	0	0	1	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	66	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	505	"AWI"	505	15433	17645	16378	0	0	1	14	7	0	234	0	9	0	1	0	0	0	0	0	0	0	0	0	0	6	6	3	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	510	"AWI"	510	15512	17823	16512	0	0	3	5	3	0	139	0	6	0	1	0	0	0	0	0	0	2	0	0	0	3	1	4	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	3	0	0	1	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	515	"AWI"	515	15638	18001	16657	0	0	1	8	0	0	83	0	10	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	10	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	516	"AWI"	516	15661	18051	16683	0	0	1	10	1	0	130	0	8	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	520	"AWI"	520	15727	18201	16791	0	0	0	12	5	0	206	0	11	0	0	0	0	0	0	0	0	0	0	0	0	6	11	10	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	522.5	"AWI"	522.5	15794	18296.5	16860.5	0	0	1	12	4	0	123	0	5	0	0	0	0	0	0	0	0	3	0	0	0	9	7	2	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	98	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	525	"AWI"	525	15842	18381	16929	0	0	0	5	1	0	121	0	14	0	1	0	0	0	0	0	0	0	0	0	0	18	3	9	0	0	0	0	0	0	0	0	0	41	0	1	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	527	"AWI"	527	15872	18443	16988	0	0	2	0	6	0	133	0	16	0	0	0	0	0	0	0	0	2	0	0	0	15	7	4	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0
15701	24091	"Sommersüss"	46.759926	11.680222	530	"AWI"	530	15929	18559	17073	0	0	3	16	1	0	135	0	14	0	0	3	0	0	0	0	0	1	0	0	0	3	22	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
15701	24091	"Sommersüss"	46.759926	11.680222	535	"AWI"	535	16032	18751	17208	0	0	1	5	2	0	56	0	8	0	1	0	0	0	0	0	0	1	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	37	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	540	"AWI"	540	16115	18980	17343	0	0	0	6	3	0	82	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	545	"AWI"	545	16235	19101	17474	0	0	3	8	1	0	67	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
15701	24091	"Sommersüss"	46.759926	11.680222	550	"AWI"	550	16326	19257	17606	0	0	1	3	4	0	42	0	28	0	0	0	0	0	0	0	0	0	1	0	0	25	4	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	31	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
