"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
2996	3900	"Basse-Ville"	47.18611	-1.85806	540	"AWI"	540	6189	7354	6732	0	0	36	2	1	0	0	0	4	0	2	0	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	18	0	0	0	0	0	2	1	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	555	"AWI"	555	6257	7465	6832	0	0	42	2	5	1	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	92	0	2	0	0	0	14	0	0	0	0	0	4	0	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	565	"AWI"	565	6328	7521	6897	0	0	107	1	3	0	0	0	2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	85	0	0	0	0	0	17	0	0	1	0	0	2	6	1	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	575	"AWI"	575	6383	7592	6965	0	0	116	0	1	0	0	0	2	0	0	0	0	0	0	9	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	102	0	1	0	0	0	9	0	3	0	0	0	2	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	585	"AWI"	585	6434	7670	7032	0	1	112	1	2	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	595	"AWI"	595	6515	7733	7100	0	0	42	2	2	0	0	0	2	0	1	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	5	0	0	2	0	0	4	0	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	605	"AWI"	605	6570	7794	7170	0	0	82	3	1	0	0	0	3	0	0	0	0	0	0	10	4	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	123	0	0	0	0	0	4	0	0	0	0	0	5	3	0	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	615	"AWI"	615	6617	7887	7242	0	0	81	2	1	1	2	0	1	0	2	0	0	0	0	0	15	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	97	0	0	0	1	0	0	0	0	0	0	0	5	3	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	621	"AWI"	621	6662	7933	7284	0	0	11	3	0	0	0	0	3	0	0	0	0	0	0	17	36	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	1	0	2	6	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	625	"AWI"	625	6688	7966	7309	0	0	16	7	0	0	0	0	3	0	0	0	0	0	0	19	86	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	32	0	0	123	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	630	"AWI"	630	6714	8015	7343	0	0	12	9	1	2	1	0	1	0	0	0	0	0	0	32	33	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	1	0	7	10	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	635	"AWI"	635	6741	8075	7376	0	0	12	4	0	1	3	0	2	0	0	0	0	0	0	15	47	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	1	8	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	645	"AWI"	645	6785	8189	7446	0	0	7	5	0	1	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	78	0	0	0	0	0	1	1	0	0	0	0	5	5	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	655	"AWI"	655	6841	8273	7514	0	0	5	19	0	0	0	0	3	0	0	0	0	0	0	17	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	1	0	2	4	0	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	665	"AWI"	665	6886	8391	7581	0	0	9	0	0	1	1	0	2	0	0	0	0	0	0	34	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	108	0	0	0	0	0	1	0	0	0	0	0	9	3	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	675	"AWI"	675	6934	8508	7648	0	0	8	26	1	2	2	0	2	0	0	0	0	0	0	45	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	193	0	0	0	0	0	3	0	0	0	0	0	14	12	0	2
2996	3900	"Basse-Ville"	47.18611	-1.85806	685	"AWI"	685	6990	8588	7719	0	0	5	0	0	0	1	0	3	0	0	0	0	0	0	13	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	93	0	0	0	1	0	0	0	0	0	0	0	9	2	0	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	695	"AWI"	695	7034	8671	7783	0	0	1	18	2	2	2	0	0	0	0	0	0	0	1	15	90	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	18	0	0	40	0	0	125	0	0	0	0	0	2	2	0	0	1	0	6	6	0	2
2996	3900	"Basse-Ville"	47.18611	-1.85806	705	"AWI"	705	7082	8758	7850	0	0	4	17	1	1	2	0	3	0	0	0	0	0	0	16	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	13	0	0	0	0	0	107	0	0	0	0	0	1	0	0	0	0	0	9	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	715	"AWI"	715	7141	8851	7921	0	0	4	15	0	1	3	0	2	0	0	0	0	0	0	34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	11	18	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	725	"AWI"	725	7185	8955	7985	0	0	4	41	0	1	2	0	2	0	0	0	0	0	0	15	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	94	0	0	0	0	0	3	0	0	0	0	0	9	4	0	2
2996	3900	"Basse-Ville"	47.18611	-1.85806	735	"AWI"	735	7245	9048	8055	0	0	8	25	0	3	2	0	2	0	0	0	0	1	0	33	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	94	0	0	0	1	0	2	2	1	0	0	0	8	4	0	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	745	"AWI"	745	7305	9130	8123	0	0	5	40	0	0	0	0	2	0	1	0	0	2	0	9	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	95	0	0	0	1	0	1	0	0	0	0	0	14	3	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	755	"AWI"	755	7348	9227	8197	0	0	7	25	0	0	2	0	2	0	0	0	0	0	0	5	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	69	0	0	0	0	0	0	1	0	0	0	0	6	5	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	765	"AWI"	765	7402	9319	8266	0	0	11	65	0	0	1	0	4	0	0	0	0	0	0	14	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	102	0	0	0	0	0	1	0	0	0	0	0	9	2	0	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	775	"AWI"	775	7463	9392	8336	0	0	5	32	0	1	3	0	1	0	0	0	0	0	0	12	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	56	0	0	0	0	0	1	1	0	0	0	0	7	3	0	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	780	"AWI"	780	7492	9441	8371	0	0	3	22	1	0	1	0	1	0	0	0	0	0	0	12	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	81	0	0	0	0	0	11	0	0	0	0	0	3	3	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	795	"AWI"	795	7564	9565	8475	0	0	8	80	0	1	11	0	4	0	0	0	0	0	0	19	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	59	0	1	0	0	0	0	0	0	0	0	0	11	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	805	"AWI"	805	7614	9651	8546	0	0	6	37	0	0	0	0	2	0	0	0	0	0	0	4	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	815	"AWI"	815	7671	9756	8620	1	0	11	64	0	0	1	0	3	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	825	"AWI"	825	7728	9835	8690	0	1	7	86	5	0	0	0	5	0	1	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	10	3	0	2
2996	3900	"Basse-Ville"	47.18611	-1.85806	835	"AWI"	835	7791	9926	8758	0	0	11	48	1	2	1	0	7	0	0	0	0	0	0	24	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	112	0	0	0	0	0	1	1	0	0	0	0	25	4	0	2
2996	3900	"Basse-Ville"	47.18611	-1.85806	845	"AWI"	845	7843	10035	8822	0	0	13	27	2	0	1	0	3	0	0	0	0	0	1	21	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	92	0	1	0	0	0	5	0	0	1	0	0	23	2	0	1
2996	3900	"Basse-Ville"	47.18611	-1.85806	855	"AWI"	855	7907	10114	8891	0	0	26	44	2	2	2	14	20	0	0	0	0	2	0	44	4	0	0	0	0	9	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	83	0	0	0	1	0	7	1	0	0	0	0	23	8	0	2
2996	3900	"Basse-Ville"	47.18611	-1.85806	865	"AWI"	865	7963	10199	8963	0	0	17	32	1	2	0	0	9	0	0	0	0	0	0	49	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	43	0	0	0	0	0	100	0	0	0	0	0	2	0	0	0	1	0	15	12	0	0
2996	3900	"Basse-Ville"	47.18611	-1.85806	875	"AWI"	875	8015	10294	9029	0	0	7	30	1	2	0	0	5	1	0	0	0	1	0	23	17	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	141	0	0	0	0	0	0	1	0	0	0	0	30	6	0	0
