"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16378	25477	"Lac de Praver"	45.07361	5.85639	615	"AWI"	615	5109	5889	5463	392	3	0	0	2	1	2	0	0	38	0	2	0	0	0	0	0	0	66	0	0	0	0	0	0	0	7	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	47	1	1	0	0	0	1	5	0	0	0	0	0	0	9	22	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	620	"AWI"	620	5164	6041	5556	414	5	30	0	5	1	4	0	0	56	0	0	1	0	0	0	0	0	45	0	1	0	0	0	0	0	7	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	34	0	1	0	0	0	0	1	0	0	0	0	0	0	7	32	1	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	625	"AWI"	625	5203	6260	5640	357	4	0	1	2	1	2	0	0	26	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	0	0	0	0	1	0	0	0	0	0	0	0	7	23	2	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	630	"AWI"	630	5281	6392	5732	342	2	0	0	3	1	0	0	0	27	0	0	0	0	0	0	0	0	22	0	3	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	26	1	0	0	0	0	2	3	0	0	0	1	0	0	5	26	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	635	"AWI"	635	5355	6506	5826	393	3	0	0	4	1	0	0	0	35	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	3	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	2	0	0	1	2	1	0	0	0	0	0	0	8	14	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	640	"AWI"	640	5398	6672	5917	365	0	0	1	0	1	0	0	0	49	0	0	0	0	0	0	0	0	21	0	2	0	0	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	31	0	1	0	0	0	1	0	0	0	0	0	0	0	12	40	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	645	"AWI"	645	5477	6790	6017	452	4	41	0	2	0	2	0	0	34	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	5	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	44	3	0	0	0	0	0	2	0	0	0	0	0	0	11	29	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	650	"AWI"	650	5543	6898	6121	503	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	9	25	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	655	"AWI"	655	5592	7020	6220	473	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	660	"AWI"	660	5673	7122	6314	383	0	0	0	0	1	0	0	0	56	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	14	29	2	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	665	"AWI"	665	5745	7234	6416	504	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	670	"AWI"	670	5801	7362	6510	362	4	0	0	0	1	4	0	0	84	0	0	0	1	0	0	0	0	82	0	7	0	0	0	0	0	1	0	35	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	60	0	0	0	0	0	1	0	0	0	0	0	0	0	21	52	1	0	1
16378	25477	"Lac de Praver"	45.07361	5.85639	675	"AWI"	675	5896	7457	6605	390	2	0	0	1	0	3	0	0	43	0	0	0	0	0	0	0	0	48	0	2	0	0	0	0	0	7	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	1	0	0	0	3	0	0	0	0	0	0	0	8	36	5	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	680	"AWI"	680	5976	7532	6703	453	1	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	17	0	4	0	0	0	0	0	1	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	16	35	0	0	1
16378	25477	"Lac de Praver"	45.07361	5.85639	685	"AWI"	685	6021	7645	6797	526	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	690	"AWI"	690	6125	7734	6896	468	1	0	0	0	1	0	0	0	14	0	0	0	1	0	0	0	0	6	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	695	"AWI"	695	6221	7820	7004	364	1	0	0	0	1	0	0	0	24	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	13	43	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	700	"AWI"	700	6285	7969	7100	493	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	18	15	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	705	"AWI"	705	6378	8054	7196	320	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	27	0	6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	1	0	0	1	0	0	0	0	0	0	1	0	17	61	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	710	"AWI"	710	6485	8126	7298	424	0	0	0	0	1	0	0	0	33	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	24	50	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	715	"AWI"	715	6565	8252	7399	377	1	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	15	0	2	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	3	0	0	0	0	0	1	0	19	60	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	720	"AWI"	720	6683	8324	7498	276	2	0	0	4	1	0	0	0	31	0	0	0	0	0	0	0	0	39	0	4	0	0	0	0	0	0	0	15	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	1	0	0	0	0	0	0	0	0	0	1	1	20	55	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	725	"AWI"	725	6773	8397	7600	281	2	0	0	0	1	1	0	0	50	0	0	0	0	0	0	0	0	35	0	3	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	4	0	0	0	1	0	0	0	0	0	0	0	32	86	0	0	1
16378	25477	"Lac de Praver"	45.07361	5.85639	730	"AWI"	730	6849	8500	7703	318	2	0	0	0	2	0	0	0	21	0	0	0	0	0	0	0	0	28	0	5	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	34	0	2	0	0	1	0	0	0	0	0	0	0	0	26	64	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	735	"AWI"	735	6979	8560	7801	226	7	0	0	1	3	2	0	0	45	0	0	0	0	0	0	0	0	44	0	9	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	1	0	0	0	1	0	2	0	0	0	0	0	21	57	1	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	740	"AWI"	740	7068	8630	7896	188	7	0	0	3	2	1	0	0	36	0	0	0	0	0	0	0	0	78	0	10	0	0	1	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	2	0	0	0	0	1	0	0	21	80	0	0	0
16378	25477	"Lac de Praver"	45.07361	5.85639	745	"AWI"	745	7143	8735	7994	268	1	0	0	1	0	0	0	0	36	0	0	0	0	0	0	0	0	38	0	7	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	17	78	0	1	0
16378	25477	"Lac de Praver"	45.07361	5.85639	750	"AWI"	750	7278	8803	8094	237	6	0	0	1	3	0	0	0	57	0	0	0	0	0	0	0	0	54	0	6	0	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	60	1	1	0	0	0	1	0	0	0	0	0	0	0	25	88	0	0	0
