"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
2988	3892	"Altenweiher"	48.01333	6.99444	1088	"AWI"	1088	9522	11484	10467	0	0	3	0	0	0	3	0	88	0	0	0	0	0	0	0	0	0	0	225	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	8	0	0	3	3	12	0	0	1	0	12
2988	3892	"Altenweiher"	48.01333	6.99444	1092	"AWI"	1092	9574	11675	10573	0	0	1	0	0	0	6	0	88	0	0	0	0	0	0	0	0	0	0	319	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	14	0	0	1	10	10	0	0	0	0	31
2988	3892	"Altenweiher"	48.01333	6.99444	1095	"AWI"	1095	9700	11720	10646	0	0	1	0	0	0	7	0	84	0	0	0	0	0	0	0	0	0	0	223	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	275	0	0	0	7	0	0	1	7	8	0	0	1	0	11
2988	3892	"Altenweiher"	48.01333	6.99444	1098	"AWI"	1098	9843	11771	10723	0	0	0	0	0	0	6	0	93	0	0	0	0	0	0	0	0	0	0	78	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	213	0	0	0	3	0	0	0	9	14	0	0	0	1	7
2988	3892	"Altenweiher"	48.01333	6.99444	1102	"AWI"	1102	9972	11843	10839	0	0	2	0	0	0	3	0	179	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	257	0	0	0	1	0	0	2	12	16	0	0	0	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1105	"AWI"	1105	10040	11934	10919	0	0	0	1	0	0	6	0	123	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	271	0	0	0	1	0	0	1	10	0	0	0	1	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1108	"AWI"	1108	10091	12047	11001	0	0	0	0	0	0	10	0	105	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	342	0	0	0	0	0	0	4	8	7	0	0	0	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1109	"AWI"	1109	10115	12085	11030	0	0	1	1	0	0	16	0	94	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	22	0	0	0	0	0	409	0	0	0	0	0	0	6	16	11	0	0	2	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1110	"AWI"	1110	10128	12129	11054	0	0	0	0	0	0	14	0	74	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	23	0	0	0	0	0	239	0	0	0	2	4	0	3	11	6	0	0	0	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1112	"AWI"	1112	10155	12207	11113	0	0	0	3	0	0	91	0	65	0	0	0	0	0	0	0	0	1	0	6	0	18	0	0	0	0	1	0	0	0	18	0	0	0	0	0	396	0	0	0	0	0	0	11	13	6	0	0	5	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1115	"AWI"	1115	10201	12364	11191	0	0	0	2	0	0	72	0	56	0	0	0	0	0	0	0	0	0	0	3	0	19	0	0	0	0	0	0	0	0	5	0	0	0	0	0	362	0	0	0	0	0	0	6	7	4	0	0	5	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1125	"AWI"	1125	10338	12954	11418	0	0	2	3	0	0	59	0	37	0	0	0	0	0	0	0	0	2	0	1	0	15	0	0	0	0	1	0	0	0	2	0	0	0	0	0	394	0	0	0	0	0	0	9	4	2	0	0	10	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1134	"AWI"	1134	10426	13593	11629	0	0	0	1	0	0	39	0	25	0	0	0	0	0	0	0	0	1	0	1	0	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	173	0	0	0	0	0	0	6	3	5	0	0	5	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1145	"AWI"	1145	10636	13977	11890	0	0	0	4	0	0	50	0	59	0	0	0	0	0	0	0	0	0	0	1	0	10	1	0	0	0	0	0	1	0	6	0	0	0	0	0	264	0	0	0	0	0	0	8	1	5	0	0	6	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1155	"AWI"	1155	10780	14342	12139	0	0	0	2	0	0	112	0	78	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	6	6	4	0	0	2	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1165	"AWI"	1165	10884	14819	12371	0	0	2	3	0	0	40	0	52	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	423	0	0	0	1	0	0	7	5	2	0	0	1	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1185	"AWI"	1185	11118	15884	12826	0	0	0	2	0	0	32	0	25	0	0	0	0	0	0	0	0	0	0	1	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	2	1	0	0	3	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1195	"AWI"	1195	11241	16195	13073	0	0	0	0	0	0	13	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	127	0	0	0	0	0	0	2	2	2	0	0	1	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1205	"AWI"	1205	11341	16601	13328	0	0	1	4	0	0	52	0	237	0	0	0	0	0	0	0	0	3	0	1	0	22	0	0	0	0	0	0	0	0	78	0	0	0	0	0	97	0	0	0	0	0	0	9	10	9	0	0	9	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1215	"AWI"	1215	11446	17078	13562	0	0	0	1	0	0	30	0	46	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	46	0	0	0	0	0	8	0	0	0	0	0	0	3	6	6	0	0	6	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1225	"AWI"	1225	11563	17599	13805	0	0	0	1	0	0	47	0	121	0	0	0	0	0	0	0	0	3	0	1	0	14	0	0	0	0	0	0	0	0	89	0	0	0	0	0	9	0	0	0	0	0	0	13	5	22	0	0	7	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1235	"AWI"	1235	11769	17789	14056	0	0	2	1	0	0	32	0	16	0	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	20	0	0	0	0	0	4	0	0	0	0	0	0	7	6	15	0	0	8	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1275	"AWI"	1275	12402	19267	15034	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	1	0	2	0	0	0	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1305	"AWI"	1305	12914	20241	15797	0	0	2	8	0	0	139	0	6	0	0	0	0	0	0	0	0	10	0	1	0	14	1	0	0	0	0	0	0	0	2	0	0	1	0	0	28	0	0	0	0	0	0	5	0	1	0	0	5	0	0
2988	3892	"Altenweiher"	48.01333	6.99444	1310	"AWI"	1310	12946	20431	15922	0	0	0	6	0	0	21	0	3	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	5	0	0
