"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15992	24671	"Petit Rocher"	46.66306	-1.91556	213	"AWI"	213	8101	8791	8450	0	0	34	16	2	1	1	0	44	2	0	4	0	0	0	0	0	0	0	0	0	22	0	47	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5	1	1	2
15992	24671	"Petit Rocher"	46.66306	-1.91556	216	"AWI"	216	8166	8856	8516	0	0	5	30	2	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	93	3	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	219	"AWI"	219	8222	8954	8579	0	0	26	14	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	67	0	0	0	0	1	0	4	0	0	0	1	0	0	5	4	1	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	222	"AWI"	222	8263	9075	8641	0	0	11	15	5	1	1	0	76	2	0	3	0	0	1	0	0	0	0	0	0	22	0	25	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	73	3	0	0	0	3	0	0	0	0	0	0	0	0	5	2	1	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	225	"AWI"	225	8297	9178	8695	0	0	54	15	8	2	1	0	0	1	0	6	0	0	0	0	0	0	0	0	0	20	0	47	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	62	0	1	0	0	1	0	2	0	0	0	1	0	0	3	5	0	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	228	"AWI"	228	8342	9241	8743	0	1	12	69	1	1	2	0	38	2	0	1	0	0	0	0	0	0	0	0	0	28	0	15	0	2	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	0	0	0	0	0	0	0	116	5	3	0	0	0	0	1	0	0	0	0	0	0	5	1	0	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	231	"AWI"	231	8380	9308	8793	0	0	65	18	5	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	17	0	40	0	1	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	8	0	0	0	1	0	0	4	2	7	0	1
15992	24671	"Petit Rocher"	46.66306	-1.91556	234	"AWI"	234	8409	9404	8839	0	1	4	13	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	237	"AWI"	237	8430	9510	8882	0	0	40	2	5	0	0	0	14	1	0	2	0	0	0	0	0	0	0	0	0	13	0	21	0	0	0	0	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	1	0	1	0	0	0	2	0	0	2	0	3	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	240	"AWI"	240	8457	9615	8925	1	1	52	9	2	1	1	0	0	3	0	1	0	0	3	0	0	0	0	0	0	23	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	62	0	2	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	1
