"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	197.5	"AWI"	197.5	4936	5447	5170.5	3	0	104	0	5	0	0	9	0	0	5	0	0	0	0	0	10	104	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	184	381	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	200	"AWI"	200	4954	5490	5203	4	0	103	0	2	0	0	10	0	0	2	0	0	0	0	0	6	367	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	165	249	0	0	0	0	1	0	0	0	0	1	0	31	0	0	1	2	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	202.5	"AWI"	202.5	4993.5	5512.5	5232	3	0	54	0	1	0	0	3	0	0	0	0	0	0	0	0	5	556	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	114	235	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	205	"AWI"	205	5025	5536	5261	0	0	174	0	15	1	0	14	0	0	1	0	0	0	0	0	13	157	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	74	190	0	0	0	0	0	0	0	0	0	0	1	30	0	0	4	1	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	207.5	"AWI"	207.5	5044	5567.5	5292.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	210	"AWI"	210	5066	5609	5322	0	0	40	0	3	0	0	1	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	29	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	212.5	"AWI"	212.5	5118	5628	5351	4	0	19	0	2	0	0	2	0	1	0	0	0	0	0	0	0	360	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	101	203	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	215	"AWI"	215	5155	5651	5379	2	0	116	1	1	2	0	11	0	0	0	0	0	0	0	0	7	170	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	201	355	0	0	0	1	0	0	0	0	0	0	0	29	0	0	3	0	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	217.5	"AWI"	217.5	5181	5678.5	5408.5	2	0	19	0	1	2	0	2	0	0	0	0	0	0	0	0	1	547	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	155	255	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	1	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	220	"AWI"	220	5209	5714	5438	7	2	58	0	36	1	0	4	0	0	0	0	0	0	0	0	4	595	0	0	0	0	5	0	0	3	0	0	1	0	0	0	0	0	0	149	189	0	0	0	3	3	0	0	0	0	0	0	69	0	0	3	0	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	222.5	"AWI"	222.5	5275.5	5745	5480	0	0	105	0	26	1	0	8	0	0	3	0	0	0	0	0	7	262	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	99	212	0	0	0	0	2	0	0	0	0	0	0	48	0	0	2	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	223.5	"AWI"	223.5	5296	5759	5498	2	0	21	0	4	2	0	3	0	0	1	0	0	0	0	0	0	538	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	152	222	0	0	0	0	1	0	0	0	0	1	0	108	0	2	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	225	"AWI"	225	5321	5779	5523	9	0	29	0	3	0	0	2	0	0	0	0	0	0	0	0	3	412	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	205	250	0	0	0	0	1	0	0	0	0	0	0	47	0	4	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	227.5	"AWI"	227.5	5350	5820.5	5562	0	0	33	0	1	0	0	2	0	0	0	0	0	0	0	0	4	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	61	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	1	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	230	"AWI"	230	5377	5882	5596	8	0	77	0	2	1	0	4	0	0	1	0	0	0	0	0	1	166	1	0	0	0	0	2	1	1	0	0	1	0	2	0	0	0	0	224	437	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	4	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	232.5	"AWI"	232.5	5448	5917.5	5647.5	6	0	30	0	3	1	0	8	0	0	0	0	0	0	0	0	6	615	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	110	168	0	0	0	0	0	0	0	0	0	1	0	3	0	2	1	0	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	235	"AWI"	235	5496	5965	5700	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	237.5	"AWI"	237.5	5530	6031	5755	2	0	109	0	2	0	0	10	0	0	1	0	0	0	0	0	10	96	0	0	0	0	1	2	0	1	0	0	0	0	2	0	0	0	0	171	366	0	0	0	1	1	0	0	0	0	0	0	31	0	0	2	1	6	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	240	"AWI"	240	5559	6113	5806	5	0	121	0	13	0	0	0	0	2	4	0	0	0	0	0	13	165	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	180	357	0	0	0	0	3	0	0	0	0	0	0	28	0	1	0	3	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	242.5	"AWI"	242.5	5625	6161	5870	8	0	127	0	5	3	0	8	0	0	1	0	0	0	0	0	17	134	0	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	0	210	362	0	0	0	1	5	0	0	0	0	0	0	20	0	1	1	2	7	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	245	"AWI"	245	5669	6242	5926	3	0	73	0	0	4	0	8	0	2	3	0	0	0	0	0	17	154	0	0	0	0	2	1	1	0	0	0	3	0	0	0	0	0	0	186	326	0	0	0	0	7	0	0	0	0	0	3	16	0	6	2	0	7	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	247.5	"AWI"	247.5	5694.5	6346.5	5975.5	4	0	143	0	5	0	0	16	0	0	1	0	0	0	0	0	17	160	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	152	287	0	0	0	0	2	0	0	0	0	1	0	35	0	0	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	250	"AWI"	250	5715	6490	6025	4	0	83	0	6	17	0	19	0	2	0	0	0	0	0	0	13	67	0	0	0	2	1	2	1	0	0	0	0	0	1	1	0	0	0	88	143	0	0	0	1	7	0	0	0	0	0	0	52	314	5	1	0	2	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	252.5	"AWI"	252.5	5762.5	6553.5	6082	4	0	126	0	3	4	0	14	0	1	0	0	0	0	0	0	18	69	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	206	382	0	0	0	1	6	0	0	0	0	0	0	17	0	0	2	0	3	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	255	"AWI"	255	5794	6645	6134	7	0	124	0	1	2	0	23	0	0	2	0	0	0	0	0	9	46	0	0	0	0	0	0	0	0	0	0	2	0	7	1	0	0	0	227	482	0	0	0	0	2	0	0	0	0	0	0	13	0	2	2	2	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	257.5	"AWI"	257.5	5816.5	6745	6181	1	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	260	"AWI"	260	5834	6863	6227	0	0	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	118	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	262.5	"AWI"	262.5	5878	6933	6280	1	0	39	0	2	0	0	1	0	0	1	0	0	0	0	0	3	33	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	35	74	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	265	"AWI"	265	5910	7012	6335	0	0	117	0	2	2	0	6	0	0	0	0	0	0	0	0	13	92	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	57	159	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
16519	25845	"Rotmoos Obergurgl"	46.84735	11.014232	267.5	"AWI"	267.5	5942.5	7097.5	6387.5	0	0	153	0	8	2	0	10	0	0	0	0	0	0	0	0	8	128	1	0	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	124	261	0	0	0	0	1	0	0	0	0	1	0	33	0	0	6	2	4	0
